Sit ups,10,10,1
Twists,10,10,1
Vee Ups,10,10,1
Double Crunch,10,10,1
Leg Lifts,10,10,1
Scissor Kicks,10,10,1
Sit Ups,10,10,1
Flutter Kicks,10,10,1
Shin Taps,10,10,1
