Sit ups,15,30,2
Twists,15,30,2
Double Crunch,15,30,2
Leg Lifts,15,30,2
Scissor Kicks,15,30,2
Sit Ups,15,30,2
Bicycle,15,30,2
Shin Taps,15,30,2
