Jab Cross Left Upper,3
Jab Jab Cross,3
Cross Hook Right Upper,3
Jab Cross Left Upper,3
Jab Jab Right Hook,3
Jab Cross Left Hook,3
Jab Cross Left Hook Cross,4
Cross Left hook Cross,3
